"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in Amazon US","Recommended in Amazon CA","Recommended in eBay US","Recommended in Walmart US","MSRP (USD)","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Shipping to US by:","Shipping cost to US","Taxonomy: Amazon US Category Tree","Amazon US Total Sales (USD)","Amazon US Estimated Unit Sales Per Month","Amazon US Sales Estimated On","Amazon US Price (USD)","Amazon US Buy Box Price (USD)","Amazon US Seller Offer : Id","Amazon US Seller Offer : Name","Amazon US Seller Offer : Price","Amazon US Seller Offer : Is Prime Eligible","Amazon US Seller Offer : Is Buy Box Winner","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Promotions : Frequently Bought Together","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (USD)","Amazon US Market fee (USD)","Amazon US FBA fee (USD)","Amazon US Tax (USD)","Amazon US Insights","Is identified in Amazon CA","Identification type Amazon CA","Amazon CA ASIN","Shipping to CA by:","Shipping cost to CA","Taxonomy: Amazon CA Category Tree","Amazon CA Total Sales (USD)","Amazon CA Estimated Unit Sales Per Month","Amazon CA Price (USD)","Amazon CA Buy Box Price (USD)","Offered by Amazon CA","Amazon CA is FBA","Amazon CA Listing URL","Amazon CA Demand","Amazon CA % Profit","Amazon CA Local Category Name","Amazon CA Local Amazon Rank","Amazon CA Local Sub Category Name","Amazon CA Local Sub Category Rank","Amazon CA Offerings","Amazon CA % Profit","Amazon CA Profit (USD)","Amazon CA Market fee (USD)","Amazon CA FBA fee (USD)","Amazon CA Tax (USD)","Amazon CA Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","Taxonomy: eBay US Category Tree","eBay US Total Sales (USD)","eBay US Estimated Unit Sales Per Month","eBay US Price (USD)","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US Local Category Name","eBay US Local Amazon Rank","eBay US % Profit","eBay US Profit (USD)","eBay US Market fee (USD)","eBay US PayPal fee (USD)","eBay US Tax (USD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Shipping to US by:","Shipping cost to US","Taxonomy: Walmart US Category Tree","Walmart US Total Sales (USD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (USD)","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US Local Category Name","Walmart US Local Amazon Rank","Walmart US % Profit","Walmart US Profit (USD)","Walmart US Market fee (USD)","Walmart US Tax (USD)","Walmart US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"014633357264","true","1.0","US","AID5O1112001","NBA Live 09 - Playstation 3","NBA LIVE 09 is back. It rewrites the book on authenticity and connectivity - but is still accessible enough for new users. Dynamic DNA emulates - with absolute precision - an NBA player in every sense of the word. NBA LIVE 365 takes the statistical data of Dynamic DNA and brings it to life. Just like the real NBA game, players get injured, free agents sign late, great players go cold and no-names break through. <BR><BR> Player DNA Progression - see the progress and changes to any player's DNA after an NBA LIVE 365 update Player Tendencies - the percentage a player drives left, right or shoots from each spot on the floor Lockdown Control - risk reward system FIBA Expanded - compete in an international tournament using authentic FIBA rosters and a choice of 24 teams Pick and Roll Control - control both the ball handler and the screener 5 vs. 5 Online Team Play - All 10 players on the court can now be controlled by users on 10 different consoles around the world Signature Playcalling - pushes on-court visualization to guide you through the play Online Leagues 2.0 - Create your own league with drafting, trades and a custom playoff format NBA Academy - hone your skills Create your own highlight reel then upload it to EA SPORTS World Quickstrike AnkleBreakers - Force your defender to step up and guess what you'll do next On the cover - Tony Parker - In his 7 NBA seasons, the 26 year old is a two-time NBA All-Star, has 3 NBA championships and was named the 2007 NBA Finals MVP","[014633154467;014633168242;014633357264]","[0014633154467;0014633357264;0014633168242]","B001AZ7RLY","B001EYUTS4","false","false","false","false","false","24.99","true","ID","B001AZ7RLY","USPS","3.79","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","904.0","50",,"18.08","18.08","A1UZQIJ57MTRGO","Silver Arrow Bookstore","18.08","false","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B001AZ7RLY","LOW","59.0","Video Games","52836","PlayStation 3 Games","964","B001G33V8S;B001AZ7RLY;B002I0J4FW","6","59.0","10.58","2.71","3.15","0.00",,"true","ID","B001AZ7RLY","USPS","16.46","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","116.2","4","29.05","29.05"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B001AZ7RLY","LOW","17.0","Video Games","52836","PlayStation 3 Games","964","5","17.0","5.08","3.77","3.45","2.74","Listing price includes shipping","true","keywords","315392500346","USPS","3.79","Video Games & Consoles","0.0","0","8.89","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=315392500346","LOW","34.0",,,"34.0","3.01","0.53","0.56","0.00","Listing identified using keywords","true","ID","116832437","USPS","3.79","Video Games > Video Game Titles","0.0","0","31.97","https://www.walmart.com/ip/116832437","LOW","70.0",,,"70.0","22.38","4.80","0.00",,"Electronic Arts","15446",,"5.25","0.5","6.5","0.26","5.3","0.6","6.7","0.25","OFFICIAL",,"15446","2008-10-07","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Standard","Everyone","Data could not be retrieved","basketball_games","PlayStation 3","Data could not be retrieved","Electronic Arts","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","1","1","[""Playstation 3""]","unknown","[""PlayStation 3""]","Electronic Arts","Data could not be retrieved","Electronic Arts","Data could not be retrieved","https://m.media-amazon.com/images/I/51iEZkwiKHL.jpg"
"883929199778","true","1.0","US","AIDA1375I001","Something Borrowed/ Duo a Trois (2-DISC) (Bilingual) [Blu-ray] [Blu-ray] (2011)","Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.","[883929199778]","[0883929199778]","B005A5YT2K",,"false","false","false","false",,"19.97","true","ID","B005A5YT2K","USPS","3.79","Movies & TV > Movies",,,,"19.97","19.97","A1AIVRBZSN2D48","RapidPrimePros","19.97","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B005A5YT2K","UNAVAILABLE","61.0","Movies & TV",,"Movies",,,"5","61.0","12.18","3.00","3.15","0.00",,"true","ID","B005A5YT2K","USPS","16.46",,"58.6","4","14.65",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B005A5YT2K","MEDIUM","-40.0","Dvd","47911",,,"4","-40.0","-5.84","1.65","3.27","1.38","Listing price includes shipping ; Displaying lowest price from a high-ranked seller","true","keywords","162473832071","USPS","3.79","DVDs & Movies","0.0","0","19.39","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=162473832071","UNAVAILABLE","62.0",,,"62.0","11.99","1.75","0.86","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,"0",,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/81+7XBTQhxL.jpg"
"025192272561","true","1.0","US","AID9N2T02001","Always (1989)",,"[025192272561]","[0025192272561]","B00TG7TFU4",,"false","false","false",,,,"true","ID","B00TG7TFU4","USPS","3.79","Movies & TV > Movies",,,,,,,,,,,,,"https://www.amazon.com/dp/B00TG7TFU4","UNAVAILABLE",,"Movies & TV",,"Movies",,,,,,,,,"Out of Stock listing","true","ID","B00TG7TFU4","USPS","16.46",,"98.91","9","10.99","10.99"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B00TG7TFU4","MEDIUM","-83.0","Dvd","5956",,,"3","-83.0","-9.15","1.65","3.27","1.04","Listed by a low ranked seller","false",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"JEWUNO",,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/91z3em25F+L.jpg"
"710425471278","true","1.0","US","AID095T92001","Grand Theft Auto V - PlayStation 3","Grand Theft Auto V - PlayStation 3","[570458441958;012301020557;00710425471254;014445572008;012302822310;014445369820;710425471278;755187335123;710425471254]","[0014445572008;0570458441958;7104254712542;0012301020557;0012302822310;4548718779116;4898118921647;0710425471254;0014445369820;0710425471278;0755187335123]","B0050SXKU4",,"true","true","true","true","true","26.7","true","ID","B0050SXKU4","USPS","4.21","Video Games > Legacy Systems > Xbox Systems > Xbox 360 > Games","1975.0","100","2024-05-27","21.55","24.49","A1MTMP1LZL4FAB","Springfield Distribution","24.49","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B0050SXKU4","HIGH","61.0","Video games","4776","Games","42","B0050SXKU4;B016YU8X6M;B005N4HBIW","27","61.0","13.11","3.23","3.24","0.00","Displaying lowest price from a high-ranked seller ; Cross channel competition","true","ID","B0050SXKU4","USPS","16.46","Video Games > Legacy Systems > Xbox Systems > Xbox 360 > Games","1476.05","53","27.85",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B0050SXKU4","HIGH","15.0","Video games","4776","Games","42","17","15.0","4.14","3.63","3.45","2.62","Listing price includes shipping","true","keywords","196398382889","USPS","4.21","Video Games & Consoles","618.61","41","15.00","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=196398382889","HIGH","54.0","Video games","4776","54.0","8.15","0.90","0.73","0.00","Listing identified using keywords","true","ID","920385536","USPS","4.21","Electronics > Electronics by Brand","0.0","0","39.99","https://www.walmart.com/ip/920385536","HIGH","72.0","Video games","4776","72.0","28.78","6.00","0.00","Cross channel competition","Rockstar Games","47125",,"5.3","6.7","0.6","0.22","5.31","0.59","6.81","0.26","OFFICIAL",,"47125","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/41CCv2VEYgL.jpg"
"883929017034","true","1.0","US","AIDUUZVC1001","P.S. I Love You (Keepcase)","US Version, Region 1 DVD Coded","[00883929017034;883929017034]","[0883929017034]","B0015XJRAA",,"true","true","false","false","true","0.0","true","ID","B0015XJRAA","USPS","3.79",,"476.4","40",,"11.91",,"A1AIVRBZSN2D48","RapidPrimePros","11.98","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B0015XJRAA","MEDIUM","45.0","Movies & TV","35264","Movies & TV","35264","B0015XJRAA;B002K0WBXW;B0038N9X3Q","22","45.0","5.33","1.79","3.15","0.00","Cross channel competition","true","ID","B0015XJRAA","USPS","16.46",,"30.73","7","4.39","4.39"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B0015XJRAA","MEDIUM","-314.0","Dvd","10569",,,"22","-314.0","-13.76","0.27","2.87","0.41","Listing price includes shipping","true","keywords","135063928553","USPS","3.79","DVDs & Movies","0.0","0","6.49","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=135063928553","MEDIUM","10.0",,,"10.0","0.63","0.58","0.49","0.00","Listing price includes shipping ; Listing identified using keywords","true","ID","135383828","USPS","3.79","Movies & TV Shows > Shop Movies by Format","86.53","8","10.03","https://www.walmart.com/ip/135383828","MEDIUM","37.0",,,"37.0","3.74","1.50","0.00","Cross channel competition","Warner Home Video",,,,,,"0.15","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Unrated (Not Rated)","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""DVD""]","Data could not be retrieved","Data could not be retrieved","false","WAR","[{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","WAR","Data could not be retrieved","WAR","Data could not be retrieved","https://m.media-amazon.com/images/I/51DaadFd3CL._SL75_.jpg"
"025192186011","true","1.0","US","Could not identify the product from a valid resource",,,"[025192186011]","[0025192186011]","B00BYS0ZE8",,"true",,"true",,,"14.99","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","B00BYS0ZE8","USPS","16.46",,"182.85","5","36.57",," Yes but currently out of stock","false","https://www.amazon.ca/dp/B00BYS0ZE8","MEDIUM","32.0","Dvd","14425",,,"1","32.0","11.83","3.84","3.27","3.45","Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/91jrK4QqTrL.jpg"
"888235024936","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"065935807049","true","1.0","US","AIDG7AO1I001","The Lookout","DVD","[065935807049]","[0065935807049]","B000RGUM2S",,"true","true","false",,,"0.0","true","ID","B000RGUM2S","USPS","3.79",,"0.0","0",,"12.66",,"A1AIVRBZSN2D48","RapidPrimePros","13.01","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B000RGUM2S","MEDIUM","47.0","Dvd","51440",,,"B000RGUM2S;B000TAN904","6","47.0","5.97","1.90","3.15","0.00",,"true","ID","B000RGUM2S","USPS","16.46",,"30.66","3","10.22","10.99"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B000RGUM2S","MEDIUM","-91.0","Dvd","51440",,,"8","-91.0","-9.31","1.10","2.87","0.96","Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/51CjQ7CsMcL.jpg"
"024543016595","true","1.0","US","AIDPQ33Z7001","Tigerland","Tigerland","[024543016595]","[0024543016595]","B00003CXOY",,"true","true","false","false","true","9.98","true","ID","B00003CXOY","USPS","3.79",,"279.6","40",,"6.99",,"A17MT8ELPNNVD3","ULTIMATE BEST OF BEST","7.43","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B00003CXOY?th=1&psc=1","MEDIUM","25.0","Movies & TV","31598",,,"B00003CXOY;B0015D20FE","43","25.0","1.75","0.45","2.38","0.00","Listing price includes shipping","true","ID","B00003CXOY","USPS","16.46",,"30.84","4","7.71","7.74"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B00003CXOY","MEDIUM","-145.0","Dvd","33963",,,"14","-145.0","-11.20","0.72","2.87","0.73","Listing price includes shipping","true","keywords","385120026714","USPS","3.79","DVDs & Movies","0.0","0","5.54","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=385120026714","MEDIUM","-4.0",,,"-4.0","-0.21","0.50","0.46","0.00","Listing identified using keywords","true","ID","1150426","USPS","3.79","Movies & TV Shows > Movies","0.0","0","12.87","https://www.walmart.com/ip/1150426","MEDIUM","48.0",,,"48.0","6.15","1.93","0.00","Cross channel competition","FARRELL,COLIN","MFR024543016595#VG","Color","7.5","5.4","0.7","0.17","5.3","0.6","7.4","0.20","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/51k7z+2Sc3L.jpg"
"888235023052","true","1.0","US","AIDZLWCW3001","99 Homes (Blu-ray)","99 Homes (Blu-ray)","[888235023052]","[0888235023052]","B0192M6LOA",,"true","true","false","true","false","19.99","true","ID","B0192M6LOA","USPS","3.79",,"213.15","15",,"14.21","15.34","ABLI0FL268ZL4","Outlet Promotions","15.38","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B0192M6LOA","MEDIUM","56.0","Dvd","14083",,,,"4","56.0","7.89","1.53","3.15","0.00","Listing price includes shipping ; Cross channel competition","true","ID","B0192M6LOA","USPS","16.46",,"80.6","5","16.12","16.13"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B0192M6LOA","MEDIUM","-30.0","Dvd","14083",,,"4","-30.0","-4.89","2.03","3.27","1.52","Listing price includes shipping","true","keywords","314896655065","USPS","3.79","DVDs & Movies","0.0","0","9.48","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=314896655065","MEDIUM","34.0","Dvd","14083","34.0","3.27","0.85","0.57","0.00","Listing price includes shipping ; Listing identified using keywords ; Cross channel competition","true","ID","219288561","USPS","3.79","Movies & TV Shows","0.0","0","4.99","https://www.walmart.com/ip/219288561","MEDIUM","-11.0","Dvd","14083","-11.0","-0.55","0.75","0.00",,"VVS Films",,,,,,"0.18","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","[""Michael Shannon"",""Andrew Garfield"",""Laura Dern"",""Tim Guinee"",""Douglas M. Griffin""]","Data could not be retrieved","Data could not be retrieved","region_a","Data could not be retrieved","[""Ramin Bahrani""]","Data could not be retrieved","Data could not be retrieved","[""Blu-ray""]","Data could not be retrieved","Data could not be retrieved","false","Imports","[{""languageName"":""english"",""type"":""Subtitled""},{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Imports","{""value"":112.0,""unitType"":""minutes""}","Imports","Data could not be retrieved","https://m.media-amazon.com/images/I/51xvlwZyRgL.jpg"
"710425470950","true","1.0","US","AID1HHFA2001","L.A. Noire: The Complete Edition - Playstation 3",,"[710425470950;710425470936]","[5026555407977;0710425470950;0710425470936]","B0050SXBQC","B003JBHG7C","false","false","false",,,"29.99","true","ID","B0050SXBQC","USPS","3.79","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","1595.18","47",,"33.94",,"A3ITSY67779XS0","Game outlet","44.97","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B0050SXBQC?th=1&psc=1","LOW","73.0","Video Games","54657","PlayStation 3 Games","1011","B007SRM5U6;B0050SXBQC;B005N4HBIW","3","73.0","24.65","4.50","3.15","0.00","Listing price includes shipping","true","ID","B0050SXBQC","USPS","16.46","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","275.8","4","68.95",," Yes but currently out of stock","false","https://www.amazon.ca/dp/B0050SXBQC","LOW","50.0","Video Games","54657","PlayStation 3 Games","1011","2","50.0","34.66","10.34","3.45","6.50","Listed by a low ranked seller","false",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"Rockstar Games","47095","One Color","5.3","0.6","6.7","0.28","5.3","0.6","6.7","0.25","OFFICIAL","One Size","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/81rKa01DFWL.jpg"
"888235024059","true","1.0","US","AID16EC02001","Heist (Blu-ray)","Vaughn (Jeffrey Dean Morgan), a desperate father in need of money for his sick daughter's medical bills robs a casino owned by dangerous mobster, Pope (Robert De Niro). But when his getaway driver gets cold feet Vaughn hijacks a city bus filled with innocent civilians. As the bus careens down the highway Police Officer Bajos (Gina Carano) and her men are in hot pursuit but the real threat is Dog (Morris Chestnut), Pope's ruthless associate who will stop at nothing to retrieve his boss's cash. Vaughn has no choice but to outwit them all if he wants to live through the day and save his daughter. Scott Mann directs this action thriller.","[888235024059]","[0888235024059]","B01MXND0HO",,"true","true","false",,,"50.0","true","ID","B01MXND0HO","USPS","3.79",,"0.0","0",,"15.70","15.70","A1IQ7YNP3UHO4T","PL FILM","15.70","false","true"," Yes but currently out of stock","false","https://www.amazon.com/dp/B01MXND0HO","MEDIUM","54.0","Movies & TV","177953",,,"B01MXND0HO;B01AHHUUVE;B01BU8TG00","1","54.0","8.55","2.36","3.06","0.00",,"true","ID","B01MXND0HO","USPS","16.46","Movies & TV > Movies",,,"7.47","7.47"," Yes but currently out of stock","false","https://www.amazon.ca/dp/B01MXND0HO","MEDIUM","-152.0","Movies & TV",,"Movies",,"2","-152.0","-11.37","0.68","2.87","0.70","Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"0.10","5.4","0.5","6.6","0.10","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/816pVk6dwDL.jpg"
"031719270156","true","1.0","US","AID7WT432001","Unreal Tournament III - Playstation 3",,"[031719270156;031719269914;783651791182]","[0783651791182;0031719270156;0031719269914]","B000V1OUVI","B001EYUWWW","true","true","false",,"true","19.99","true","ID","B000V1OUVI","USPS","4.21","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","927.78","47",,"19.74","19.74","A1EFRB7DGEJ6TE","Media Supplies Outlet","19.74","true","true"," Yes but currently out of stock","true","https://www.amazon.com/dp/B000V1OUVI","MEDIUM","59.0","Video Games","44509","PlayStation 3 Games","758","B000V1OUVI;B09P3CYZ6T","4","59.0","11.57","2.96","3.24","0.00",,"true","ID","B000V1OUVI","USPS","16.46","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","110.28","4","27.57",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B000V1OUVI","MEDIUM","14.0","Video Games","44509","PlayStation 3 Games","758","1","14.0","3.98","3.54","3.45","2.60","Listing price includes shipping","false",,,,,,,,,,,,,,,,,,,,"true","ID","7080030","USPS","4.21","Video Games > Video Game Titles","196.67","8","22.49","https://www.walmart.com/ip/7080030","MEDIUM","62.0",,,"62.0","13.91","3.37","0.00","Cross channel competition","Midway","15782781",,"5.5","0.5","6.75","0.25","5.24","0.59","6.73","0.26","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://m.media-amazon.com/images/I/615wh+vQqKL.jpg"
